X2017.NAICS.Code,X2017.NAICS.Title,GHG,Unit,Supply.Chain.Emission.Factors.without.Margins,Margins.of.Supply.Chain.Emission.Factors,Supply.Chain.Emission.Factors.with.Margins,Reference.USEEIO.Code,2017 NAICS Title
325110,Petrochemical Manufacturing!,All GHGs,"kg CO2e/2022 USD, purchaser price",0.794,0.016,0.811,325110,NA
512240,Sound Recording Studios,All GHGs%,kg CO2e/m2,0.026,0,0.044,512200,NA
339115,Ophthalmic Goods Manufacturing!,All GHGs#,g CO2e/k&,0.086,0.05,0.138,339115,NA
322220,Paper Bag and Coated and Treated Paper Manufacturing!,All GHGs#,g CO2e/kg,0.33,0.034,0.36,322220#,NA
522220,Sales Financing,All GHGs##,"kg CO2e/2022 USD, purchaser price#",0.072,0,0.07,522A00,NA
622110,General Medical and Surgical Hospitals,All GHGs,"kg CO2e/2022 USD, purchaser pric&",0.145,0,0.145,622000#,NA
237120,Oil and Gas Pipeline and Related Structures Construction!,All GHGs,mg CO2e/kg,0.277,0,0.277,233240,NA
337214,Office Furniture (except Wood) Manufacturing!,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.184,0.1,0.24,33721A,NA
311422,Specialty Canning!,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.343,0.04,0.381,311420,NA
327410,Lime Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser pric&",1.56,0.06,1.623,327400!,NA
423730,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,All GHGs#,g CO2e/k&,0.108,0,0.108,423A0#,NA
322211,Corrugated and Solid Fiber Box Manufacturing,All GHGs,lbs CO2e/m&,0.449,0.03,0.479,322210#,NA
-2620570,Geophysical Surveying and Mapping Services!,All GHGs#,g CO2e/kg,0.103,0,0.103,541300,NA
624120,Services for the Elderly and Persons with Disabilities,All GHGs##,"kg CO2e/2022 USD, purchaser price",0.118,0,0.118,62410#,NA
562920,Materials Recovery Facilities,All GHGs,"kg CO2e/2022 USD, purchaser price",0.988,0,0.988,562000,NA
812191,Diet and Weight Reducing Centers,All GHG%,"kg CO2e/2022 USD, purchaser price",0.125,0,0.12,812100,NA
562211,Hazardous Waste Treatment and Disposal,All GHGs#,mg CO2e/kg,0.988,0,0.988,562000!,NA
-Inf,Dance Companie%,All GHGs#,"kg CO2e/2022 USD, purchaser pric&",0.086,0,0.086,711100!,NA
611620,Sports and Recreation Instruction!,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.108,0,0.11,611B0#,NA
423720,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0,0.108,423A00,NA
336412,Aircraft Engine and Engine Parts Manufacturing,All GHGs%,"kg CO2e/2022 USD, purchaser price&",0.151,0.005,0.16,336412#,NA
541350,Building Inspection Services!,All GHGs##,ton CO2e,0.103,0,0.1,541300,NA
448190,Other Clothing Stores,All GHGs%,"kg CO2e/2022 USD, purchaser price",0.138,0,0.138,448000#,NA
453991,Tobacco Stores,All GHGs%,"kg CO2e/2022 USD, purchaser price",0.111,0,0.111,4B0000,NA
335932,Noncurrent-Carrying Wiring Device Manufacturing,All GHG%,"kg CO2e/2022 USD, purchaser price",0.102,0.026,0.127,335930#,NA
237130,Power and Communication Line and Related Structures Construction,All GHGs,"kg CO2e/2022 USD, purchaser price",0.277,0,0.277,233240,NA
311512,Creamery Butter Manufacturing!,All GHGs,"kg CO2e/2022 USD, purchaser price",0.766,0.037,0.8,31151A,NA
446120,"Cosmetics, Beauty Supplies, and Perfume Stores",All GHGs#,"kg CO2e/2022 USD, purchaser price&",0.13,0,0.13,44600#,NA
713920,Skiing Facilities,All GHGs##,"kg CO2e/2022 USD, purchaser price#",0.235,0,0.235,713900,NA
541990,"All Other Professional, Scientific, and Technical Services!",All GHGs,CO2e/lb,0.08,0,0.08,5419A0,NA
221320,Sewage Treatment Facilities,All GHGs,"kg CO2e/2022 USD, purchaser price",0.578,0,0.578,221300#,NA
621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists%",All GHGs,"kg CO2e/2022 USD, purchaser price#",0.105,0,0.105,62130#,NA
336370,Motor Vehicle Metal Stamping,All GHGs,"kg CO2e/2022 USD, purchaser price",0.482,0,0.5,336370,NA
561330,Professional Employer Organizations,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.051,0,0.05,561300,NA
111930,Sugarcane Farmin%,All GHGs,kg CO2e/m2,0.703,0,0.74,111900,NA
813940,Political Organization%,All GHGs%,kg CO2e/m2,0.128,0,0.128,813B0#,NA
424720,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals)%,All GHGs#,"kg CO2e/2022 USD, purchaser pric&",0.102,0,0.1,42470#,NA
311221,Wet Corn Milling,All GHGs,ton CO2&,0.956,0.04,0.993,311221!,NA
811111,General Automotive Repair,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.103,0,0.103,811100,NA
541490,Other Specialized Design Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.094,0,0.094,54140#,NA
112410,Sheep Farming,All GHGs,"kg CO2e/2022 USD, purchaser pric&",1.077,0.051,1.128,112A00,NA
336211,Motor Vehicle Body Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.225,0,0.25,336211,NA
311412,Frozen Specialty Food Manufacturing!,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.438,0.05,0.485,311410!,NA
424720,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals)%,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.102,0,0.1,424700,NA
483111,Deep Sea Freight Transportatio%,All GHGs,"kg CO2e/2022 USD, purchaser price",0.816,0,0.816,483000!,NA
541310,Architectural Service%,All GHG%,"kg CO2e/2022 USD, purchaser pric&",0.103,0,0.103,541300,NA
713290,Other Gambling Industrie%,All GHGs#,CO2e/lb,0.174,0,-1.01,713200!,NA
313240,Knit Fabric Mill%,All GHGs,"kg CO2e/2022 USD, purchaser price",0.48,0.03,0.507,313200,NA
445310,"Beer, Wine, and Liquor Stores!",All GHGs,"kg CO2e/2022 USD, purchaser price",0.186,0,0.19,445000,NA
325411,Medicinal and Botanical Manufacturing!,All GHGs,"kg CO2e/2022 USD, purchaser price",0.151,0.037,0.19,325411,NA
561312,Executive Search Services!,All GHGs,"kg CO2e/2022 USD, purchaser price",0.051,0,0.051,561300,NA
541810,Advertising Agencie%,All GHGs,lbs CO2e/m2,0.085,0,0.085,541800,NA
522292,Real Estate Credit%,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.072,0,0.07,522A00!,NA
541420,Industrial Design Services,All GHGs,CO2e/lb,0.094,0,0.094,541400,NA
324199,All Other Petroleum and Coal Products Manufacturin%,All GHGs%,kg CO2e/m&,0.359,0.032,0.391,324190!,NA
493110,General Warehousing and Storage,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.244,0,0.244,493000!,NA
812332,Industrial Launderer%,All GHGs,g CO2e/k&,0.158,0,0.16,812300,NA
325920,Explosives Manufacturing,All GHG%,"kg CO2e/2022 USD, purchaser pric&",0.472,0.028,0.5,3259A#,NA
562998,All Other Miscellaneous Waste Management Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.988,0,0.988,562000,NA
445299,All Other Specialty Food Stores,All GHGs,"kg CO2e/2022 USD, purchaser price#",0.186,0,0.19,44500#,NA
624210,Community Food Services,All GHGs%,"kg CO2e/2022 USD, purchaser price",0.217,0,0.22,624A00,NA
212399,All Other Nonmetallic Mineral Mining,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.184,0.125,0.309,2123A#,NA
486990,All Other Pipeline Transportation,All GHGs,"kg CO2e/2022 USD, purchaser price",1.619,0,1.619,486000,NA
112130,Dual-Purpose Cattle Ranching and Farmin%,All GHGs,"kg CO2e/2022 USD, purchaser pric&",2.847,0.045,2.893,1121A0!,NA
311811,Retail Bakeries!,All GHGs,kg CO2e/m2,0.213,0,0.253,311810,NA
311520,Ice Cream and Frozen Dessert Manufacturing!,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.55,0.03,0.58,311520,NA
238160,Roofing Contractors!,All GHG%,ton CO2e,0.221,0,0.22,"230301, 230302, 233210, 233230, 233240, 233262, 2332A0, 2332D0, 233411, 233412, 2334A0",NA
321113,Sawmills!,All GHGs##,"kg CO2e/2022 USD, purchaser price",0.227,0.037,0.26,321100,NA
321219,Reconstituted Wood Product Manufacturin%,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.187,0.021,0.208,321200,NA
333995,Fluid Power Cylinder and Actuator Manufacturing%,All GHG%,"kg CO2e/2022 USD, purchaser price",0.182,0.021,0.2,33399B,NA
111998,All Other Miscellaneous Crop Farming,All GHGs,g CO2e/kg,0.703,0.04,0.74,111900,NA
322219,Other Paperboard Container Manufacturing,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.449,0.03,0.479,322210,NA
532111,Passenger Car Rental,All GHG%,"kg CO2e/2022 USD, purchaser pric&",0.11,0,0.11,532100,NA
522210,Credit Card Issuing,All GHGs#,ton CO2e,0.072,0,0.07,522A00,NA
339910,Jewelry and Silverware Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.055,0.053,0.108,339910,NA
493120,Refrigerated Warehousing and Storage,All GHGs,"kg CO2e/2022 USD, purchaser price",0.244,0,0.244,49300#,NA
332311,Prefabricated Metal Building and Component Manufacturing,All GHGs#,ton CO2e,0.246,0.017,0.262,332310,NA
561491,Repossession Services,All GHGs#,"kg CO2e/2022 USD, purchaser price#",0.111,0,0.111,561400,NA
713290,Other Gambling Industrie%,All GHG%,CO2e/lb,0.174,0,0.17,713200!,NA
333112,Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing!,All GHGs,"kg CO2e/2022 USD, purchaser price",0.052,0.1,0.12,333112,NA
423120,Motor Vehicle Supplies and New Parts Merchant Wholesalers!,All GHGs%,"kg CO2e/2022 USD, purchaser price",0.115,0,0.115,423100,NA
111910,Tobacco Farming,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.703,0,0.74,111900#,NA
541870,Advertising Material Distribution Services,All GHGs%,CO2e/lb&,0.085,0,0.085,541800,NA
521110,Monetary Authorities-Central Bank,All GHGs,"kg CO2e/2022 USD, purchaser price",0.059,0,0.06,52A00#,NA
213115,Support Activities for Nonmetallic Minerals (except Fuels) Mining,All GHG%,lbs CO2e/m2,0.372,0,0.372,21311A,NA
722330,Mobile Food Services!,All GHG%,g CO2e/k&,0.132,0,0.132,722A00#,NA
311999,All Other Miscellaneous Food Manufacturin%,All GHGs#,g CO2e/kg#,0.358,0.042,0.4,311990,NA
813312,"Environment, Conservation and Wildlife Organizations%",All GHGs#,mg CO2e/kg,0.059,0,0.059,813A0#,NA
336330,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,All GHGs#,"kg CO2e/2022 USD, purchaser price&",0.25,0,0.278,3363A0,NA
551112,Offices of Other Holding Companie%,All GHGs#,ton CO2e,0.084,0,0.084,550000!,NA
316210,Footwear Manufacturing,All GHGs#,g CO2e/kg,0.222,0.1,0.282,316000,NA
447190,Other Gasoline Stations%,All GHGs,"kg CO2e/2022 USD, purchaser price#",0.183,0,0.183,447000,NA
624110,Child and Youth Services,All GHGs,g CO2e/kg,0.118,0,0.12,624100,NA
335991,Carbon and Graphite Product Manufacturing,All GHGs#,mg CO2e/kg,0.347,0,0.363,335991,NA
445210,Meat Markets,All GHGs,ton CO2&,0.186,0,0.186,445000,NA
488410,Motor Vehicle Towing,All GHG%,"kg CO2e/2022 USD, purchaser price",0.162,0,0.16,48A00#,NA
517911,Telecommunications Resellers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.078,0,0.08,517A00,NA
336611,Ship Building and Repairing%,All GHGs%,"kg CO2e/2022 USD, purchaser price#",0.187,0,0.196,336611,NA
561422,Telemarketing Bureaus and Other Contact Centers,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.111,0,0.111,561400,NA
115115,Farm Labor Contractors and Crew Leaders!,All GHGs,"kg CO2e/2022 USD, purchaser price#",0.384,0,0.384,115000,NA
453220,"Gift, Novelty, and Souvenir Stores",All GHGs#,g CO2e/k&,0.111,0,0.11,4B000#,NA
493190,Other Warehousing and Storag%,All GHGs##,"kg CO2e/2022 USD, purchaser pric&",0.244,0,0.244,493000,NA
334310,Audio and Video Equipment Manufacturing,All GHGs,kg CO2e/m2,0.043,0,0.081,334300,NA
337920,Blind and Shade Manufacturing,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.11,0.1,Inf,337900,NA
424480,Fresh Fruit and Vegetable Merchant Wholesalers!,All GHGs,"kg CO2e/2022 USD, purchaser price",0.159,0,0.159,424400#,NA
451140,Musical Instrument and Supplies Stores!,All GHGs,"kg CO2e/2022 USD, purchaser pric&",0.111,0,0.111,4B0000,NA
331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding%",All GHGs#,"kg CO2e/2022 USD, purchaser price",0.414,0.02,0.431,331490,NA
335313,Switchgear and Switchboard Apparatus Manufacturing,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.153,0,0.174,335313#,NA
327390,Other Concrete Product Manufacturing,All GHGs#,ton CO2e,Inf,0.05,0.317,327390,NA
322212,Folding Paperboard Box Manufacturing,All GHGs##,"kg CO2e/2022 USD, purchaser pric&",0.449,0,0.479,322210,NA
561450,Credit Bureaus,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.111,0,0.11,56140#,NA
332913,Plumbing Fixture Fitting and Trim Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.126,0,0.171,332913,NA
441110,New Car Dealers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.073,0,0.073,441000,NA
713930,Marinas!,All GHG%,CO2e/l&,0.235,0,0.23,713900,NA
813219,Other Grantmaking and Giving Services,All GHG%,"kg CO2e/2022 USD, purchaser price#",0.059,0,0.059,813A00,NA
532210,Consumer Electronics and Appliances Rental!,All GHGs,lbs CO2e/m2,0.102,0,0.102,532A0#,NA
9999999,Wheat Farming%,All GHGs,"kg CO2e/2022 USD, purchaser price",0.809,0.04,0.848,1111B#,NA
331529,Other Nonferrous Metal Foundries (except Die-Casting),All GHGs,kg CO2e/m2,0.438,0,0.462,331520,NA
111110,Soybean Farming,All GHGs,"kg CO2e/2022 USD, purchaser price",0.488,0,0.532,1111A#,NA
312120,Breweries,All GHGs#,ton CO2e,0.209,0.066,0.274,312120,NA
333923,"Overhead Traveling Crane, Hoist, and Monorail System Manufacturin%",All GHGs#,kg CO2e/m2,0.234,0.022,0.256,33392#,NA
337212,Custom Architectural Woodwork and Millwork Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.184,0.056,0.24,33721A!,NA
316110,Leather and Hide Tanning and Finishing,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.222,0.06,0.282,316000,NA
621910,Ambulance Services,All GHGs%,"kg CO2e/2022 USD, purchaser price",0.18,0,0.18,621900!,NA
332321,Metal Window and Door Manufacturing,All GHGs##,"kg CO2e/2022 USD, purchaser pric&",0.195,0,0.22,332320,NA
711190,Other Performing Arts Companies,All GHGs#,lbs CO2e/m2,0.086,0,0.086,711100,NA
519110,News Syndicates,All GHGs#,"kg CO2e/2022 USD, purchaser pric&",0.064,0,0.064,5191A#,NA
522293,International Trade Financin%,All GHGs,CO2e/lb,0.072,0,0.072,522A0#,NA
316998,All Other Leather Good and Allied Product Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.222,0.06,-Inf,316000!,NA
332311,Prefabricated Metal Building and Component Manufacturing,All GHGs%,ton CO2e,0.246,0.017,0.262,332310,NA
339995,Burial Casket Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.121,0.1,0.18,339990!,NA
448320,Luggage and Leather Goods Stores!,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.138,0,0.138,448000!,NA
311919,Other Snack Food Manufacturing,All GHGs,lbs CO2e/m&,0.329,0,0.37,311910,NA
423820,Farm and Garden Machinery and Equipment Merchant Wholesalers!,All GHGs,"kg CO2e/2022 USD, purchaser price",0.115,0,0.115,423800#,NA
334614,"Software and Other Prerecorded Compact Disc, Tape, and Record Reproducing!",All GHGs#,"kg CO2e/2022 USD, purchaser price",0.043,0.021,0.063,334610,NA
212291,Uranium-Radium-Vanadium Ore Minin%,All GHG%,"kg CO2e/2022 USD, purchaser price&",0.54,0.1,0.593,2122A0,NA
325414,Biological Product (except Diagnostic) Manufacturing!,All GHGs#,g CO2e/kg,0.126,0.025,0.15,325414,NA
812112,Beauty Salons,All GHGs%,"kg CO2e/2022 USD, purchaser price",0.125,0,0.125,81210#,NA
441222,Boat Dealers,All GHGs,"kg CO2e/2022 USD, purchaser price#",0.073,0,0.073,441000,NA
212392,Phosphate Rock Mining,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.184,0.125,0.309,2123A0,NA
443141,Household Appliance Stores,All GHGs,"kg CO2e/2022 USD, purchaser price",0.111,0,0.11,4B000#,NA
331420,"Copper Rolling, Drawing, Extruding, and Alloying!",All GHGs,"kg CO2e/2022 USD, purchaser price",0.316,0.019,0.33,331420,NA
562219,Other Nonhazardous Waste Treatment and Disposal,All GHG%,g CO2e/kg,0.988,0,0.99,562000,NA
326291,Rubber Product Manufacturing for Mechanical Use,All GHGs,"kg CO2e/2022 USD, purchaser price",0.313,0,0.343,32629#,NA
333519,Rolling Mill and Other Metalworking Machinery Manufacturing!,All GHGs#,CO2e/l&,0.184,0.023,0.21,33351B,NA
333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing",All GHGs,"kg CO2e/2022 USD, purchaser price",0.184,0.026,0.21,333514,NA
336213,Motor Home Manufacturing!,All GHGs,"kg CO2e/2022 USD, purchaser price&",0.055,0.052,0.107,336213,NA
423910,Sporting and Recreational Goods and Supplies Merchant Wholesalers!,All GHGs#,"kg CO2e/2022 USD, purchaser price#",0.108,0,0.108,423A00,NA
327332,Concrete Pipe Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser pric&",0.264,0.06,0.328,32733#,NA
712190,Nature Parks and Other Similar Institutions!,All GHG%,kg CO2e/m2,0.136,0,0.136,712000,NA
541890,Other Services Related to Advertisin%,All GHGs%,0.085,CO2e/lb,0,0.09,541800,NA
711219,Other Spectator Sports,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.067,0,0.07,711200,NA
445230,Fruit and Vegetable Markets%,All GHGs,"kg CO2e/2022 USD, purchaser price#",0.186,0,0.19,445000,NA
339930,"Doll, Toy, and Game Manufacturing",All GHGs,"kg CO2e/2022 USD, purchaser price",0.085,0.06,0.146,339930,NA
339930,"Doll, Toy, and Game Manufacturin%",All GHG%,"kg CO2e/2022 USD, purchaser price",0.085,0.06,0.146,339930,NA
511199,All Other Publishers,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.053,0.05,0.108,5111A0,NA
519190,All Other Information Services,All GHGs,lbs CO2e/m&,0.064,0,0.064,5191A0,NA
311314,Cane Sugar Manufacturing,All GHGs,g CO2e/k&,0.442,0.04,0.482,311300,NA
333613,Mechanical Power Transmission Equipment Manufacturin%,All GHGs%,ton CO2e,0.187,0,0.21,333613,NA
522291,Consumer Lending,All GHGs#,CO2e/lb,0.072,0,0.072,522A00!,NA
311351,Chocolate and Confectionery Manufacturing from Cacao Beans,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.442,0,0.48,31130#,NA
212399,All Other Nonmetallic Mineral Mining,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.184,0.125,0.309,2123A#,NA
311941,"Mayonnaise, Dressing, and Other Prepared Sauce Manufacturing",All GHGs#,kg CO2e/m2,9999999,0.04,0.344,311940,NA
722511,Full-Service Restaurants,All GHGs#%,ton CO2e,0.194,0,0.194,722110,NA
336320,Motor Vehicle Electrical and Electronic Equipment Manufacturing,All GHGs#,"kg CO2e/2022 USD, purchaser price#",0.191,0,0.218,336320!,NA
321213,Engineered Wood Member (except Truss) Manufacturing!,All GHGs,g CO2e/k&,0.187,0.021,0.208,32120#,NA
444130,Hardware Store%,All GHG%,"kg CO2e/2022 USD, purchaser price",0.087,0,0.09,44400#,NA
311313,Beet Sugar Manufacturin%,All GHGs##,lbs CO2e/m2,0.442,0.04,0.482,311300,NA
523930,Investment Advice!,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.066,0,0.066,523900,NA
621493,Freestanding Ambulatory Surgical and Emergency Centers!,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.096,0,0.096,621400!,NA
541320,Landscape Architectural Services,All GHGs,kg CO2e/m2,NA,0,0.103,541300,NA
531312,Nonresidential Property Managers,All GHGs,lbs CO2e/m&,0.246,0,0.246,531ORE,NA
442291,Window Treatment Stores!,All GHGs,"kg CO2e/2022 USD, purchaser price#",0.111,0,0.111,4B0000,NA
327215,Glass Product Manufacturing Made of Purchased Glass,All GHGs,"kg CO2e/2022 USD, purchaser price",0.537,0.06,0.597,327200,NA
339116,Dental Laboratories,All GHGs,"kg CO2e/2022 USD, purchaser price",0.083,0,0.117,339116,NA
424340,Footwear Merchant Wholesalers,All GHGs##,"kg CO2e/2022 USD, purchaser price",0.144,0,0.14,424A0#,NA
621511,Medical Laboratorie%,All GHGs,"kg CO2e/2022 USD, purchaser price#",0.092,0,0.09,621500,NA
487990,"Scenic and Sightseeing Transportation, Othe%",All GHGs,"kg CO2e/2022 USD, purchaser price&",0.162,0,0.162,48A00#,NA
112111,Beef Cattle Ranching and Farming,All GHGs#,"kg CO2e/2022 USD, purchaser pric&",2.847,0.04,2.893,1121A#,NA
424510,Grain and Field Bean Merchant Wholesalers,All GHGs,mg CO2e/kg,0.144,0,0.144,424A0#,NA
561439,Other Business Service Centers (including Copy Shops%,All GHGs,"kg CO2e/2022 USD, purchaser pric&",0.111,0,0.111,561400,NA
523140,Commodity Contracts Brokerage,All GHGs,"kg CO2e/2022 USD, purchaser price",0.043,0,0.043,523A00,NA
423850,Service Establishment Equipment and Supplies Merchant Wholesalers,All GHGs,ton CO2&,0.115,0,0.12,423800,NA
624230,Emergency and Other Relief Services,All GHGs,"kg CO2e/2022 USD, purchaser pric&",0.217,0,0.22,624A00,NA
481111,Scheduled Passenger Air Transportation!,All GHGs,lbs CO2e/m2,0.644,0,0.644,481000,NA
334112,Computer Storage Device Manufacturing,All GHGs,lbs CO2e/m2,0.04,-9999999,0.071,334112!,NA
212299,All Other Metal Ore Mining!,All GHGs,kg CO2e/m2#,0.54,0.054,0.593,2122A0,NA
325520,Adhesive Manufacturin%,All GHGs##,"kg CO2e/2022 USD, purchaser price#",0.502,0.029,0.53,325520,NA
721211,RV (Recreational Vehicle) Parks and Campgrounds,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.145,0,0.145,721000,NA
333316,Photographic and Photocopying Equipment Manufacturing,All GHGs,mg CO2e/kg,0.085,0.05,0.135,33331#,NA
444190,Other Building Material Dealers,All GHGs,CO2e/lb,0.087,0,0.087,444000,NA
541690,Other Scientific and Technical Consulting Services!,All GHGs,g CO2e/kg,0.09,0,0.09,5416A0!,NA
113210,Forest Nurseries and Gathering of Forest Products,All GHGs%,"kg CO2e/2022 USD, purchaser price#",0.199,0,0.24,113000,NA
334290,Other Communications Equipment Manufacturing,All GHGs##,"kg CO2e/2022 USD, purchaser price",0.038,0.042,0.08,33429#,NA
722515,Snack and Nonalcoholic Beverage Bars,All GHGs#,CO2e/lb,0.132,0,0.132,722A0#,NA
325413,In-Vitro Diagnostic Substance Manufacturing!,All GHGs,"kg CO2e/2022 USD, purchaser price",0.161,0,0.183,325413,NA
315110,Hosiery and Sock Mills,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.06,0.06,0.12,315000,NA
334613,Blank Magnetic and Optical Recording Media Manufacturing,All GHGs#,"kg CO2e/2022 USD, purchaser price#",0.043,0.021,0.063,334610,NA
424430,Dairy Product (except Dried or Canned) Merchant Wholesalers,All GHGs%,"kg CO2e/2022 USD, purchaser price#",0.159,0,0.16,424400,NA
114210,Hunting and Trapping%,All GHGs##,"kg CO2e/2022 USD, purchaser price",0.127,0.03,0.154,11400#,NA
561320,Temporary Help Service%,All GHGs,kg CO2e/m&,0.051,0,0.051,561300,NA
454310,Fuel Dealers!,All GHGs,"kg CO2e/2022 USD, purchaser price",0.094,0,0.094,454000#,NA
336390,Other Motor Vehicle Parts Manufacturing,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.242,0.024,0.265,336390,NA
453998,All Other Miscellaneous Store Retailers (except Tobacco Stores),All GHGs%,"kg CO2e/2022 USD, purchaser price",0.111,0,0.111,4B0000,NA
813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)",All GHGs#,"kg CO2e/2022 USD, purchaser price",0.128,0,0.128,813B00,NA
333243,"Sawmill, Woodworking, and Paper Machinery Manufacturing%",All GHGs#,"kg CO2e/2022 USD, purchaser price",0.166,0.019,0.185,33329A,NA
-2240950,Bare Printed Circuit Board Manufacturing,All GHG%,"kg CO2e/2022 USD, purchaser price#",0.08,0.019,0.098,33441A!,NA
332216,Saw Blade and Handtool Manufacturing!,All GHGs##,"kg CO2e/2022 USD, purchaser pric&",0.174,0.049,0.223,332200,NA
512290,Other Sound Recording Industries,All GHGs,"kg CO2e/2022 USD, purchaser price",0.026,0.02,0.04,512200,NA
