2017.NAICS.Code,2017.NAICS.Title,GHG,Unit,Supply.Chain.Emission.Factors.without.Margins,Margins.of.Supply.Chain.Emission.Factors,Supply.Chain.Emission.Factors.with.Margins,Reference.USEEIO.Code
"561,330",Professional Employer Organizations,All GHGs,"kg CO2e/2022 USD, purchaser price",0.051,0.0,0.05,561300
"561,410",Document Preparation Service,All GHGs,"kg CO2e/2022 USD, purchaser price",0.111,0.0,0.11,561400
"561,421",Telephone Answering Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.111,0.0,0.11,561400
"561,422",Telemarketing Bureaus and Other Contact Centers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.111,0.0,0.111,561400
"561,431",Private Mail Centers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.111,0.0,0.111,561400
"561,439",Other Business Service Centers (including Copy Shops),All GHG,"kg CO2e/2022 USD, purchaser price",0.111,0.0,0.111,561400
"561,439",Other Business Service Centers (including Copy Shops,All GHGs,"kg CO2e/2022 USD, purchaser price",0.111,0.0,0.111,561400
"561,440",Collection Agencies,All GHGs,"kg CO2e/2022 USD, purchaser price",0.111,0.0,0.111,561400
"561,450",Credit Bureaus,All GHGs,"kg CO2e/2022 USD, purchaser price",0.111,0.0,0.11,561400
"561,491",Repossession Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.111,0.0,0.111,561400
"561,492",Court Reporting and Stenotype Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.111,0.0,0.11,561400
"561,499",All Other Business Support Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.111,0.0,0.111,561400
"561,510",Travel Agencies,All GHGs,"kg CO2e/2022 USD, purchaser price",0.088,0.0,0.088,561500
"561,520",Tour Operators,All GHGs,"kg CO2e/2022 USD, purchaser price",0.088,0.0,0.088,561500
"561,591",Convention and Visitors Bureaus,All GHGs,"kg CO2e/2022 USD, purchaser price",0.088,0.0,0.088,561500
"561,599",All Other Travel Arrangement and Reservation Services,All GHG,"kg CO2e/2022 USD, purchaser price",0.088,0.0,0.088,561500
"561,611",Investigation Services,All GHG,"kg CO2e/2022 USD, purchaser price",0.074,0.0,0.074,561600
"561,612",Security Guards and Patrol Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.074,0.0,0.074,561600
"561,613",Armored Car Service,All GHG,"kg CO2e/2022 USD, purchaser price",0.074,0.0,0.07,561600
"561,621",Security Systems Services (except Locksmiths),All GHGs,"kg CO2e/2022 USD, purchaser price",0.074,0.0,0.074,561600
"561,622",Locksmiths,All GHGs,"kg CO2e/2022 USD, purchaser price",0.074,0.0,0.07,561600
"561,622",Locksmiths,All GHGs,"kg CO2e/2022 USD, purchaser price",0.074,0.0,0.07,561600
"561,710",Exterminating and Pest Control Service,All GHGs,"kg CO2e/2022 USD, purchaser price",0.214,0.0,0.214,561700
"561,720",Janitorial Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.214,0.0,0.214,561700
"561,730",Landscaping Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.214,0.0,0.214,561700
"561,740",Carpet and Upholstery Cleaning Service,All GHGs,"kg CO2e/2022 USD, purchaser price",0.214,0.0,0.214,561700
"561,790",Other Services to Buildings and Dwellings,All GHGs,"kg CO2e/2022 USD, purchaser price",0.214,0.0,0.21,561700
"561,910",Packaging and Labeling Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.127,0.0,0.127,561900
"561,920",Convention and Trade Show Organizers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.127,0.0,0.127,561900
"561,990",All Other Support Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.127,0.0,0.127,561900
"562,111",Solid Waste Collection,All GHGs,"kg CO2e/2022 USD, purchaser price",0.988,0.0,0.988,562000
"562,112",Hazardous Waste Collection,All GHG,"kg CO2e/2022 USD, purchaser price",0.988,0.0,0.988,562000
"562,119",Other Waste Collectio,All GHGs,"kg CO2e/2022 USD, purchaser price",0.988,0.0,0.988,562000
"562,211",Hazardous Waste Treatment and Disposal,All GHGs,"kg CO2e/2022 USD, purchaser price",0.988,0.0,0.988,562000
"562,212",Solid Waste Landfill,All GHGs,"kg CO2e/2022 USD, purchaser price",0.988,0.0,0.988,562000
"562,213",Solid Waste Combustors and Incinerators,All GHGs,"kg CO2e/2022 USD, purchaser price",0.988,0.0,0.988,562000
"562,219",Other Nonhazardous Waste Treatment and Disposal,All GHG,"kg CO2e/2022 USD, purchaser price",0.988,0.0,0.99,562000
"562,910",Remediation Service,All GHGs,"kg CO2e/2022 USD, purchaser price",0.988,0.0,0.99,562000
"562,920",Materials Recovery Facilities,All GHGs,"kg CO2e/2022 USD, purchaser price",0.988,0.0,0.988,562000
"562,991",Septic Tank and Related Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.988,0.0,0.988,562000
"562,998",All Other Miscellaneous Waste Management Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.988,0.0,0.988,562000
"611,110",Elementary and Secondary Schools,All GHGs,"kg CO2e/2022 USD, purchaser price",0.186,0.0,0.186,611100
"611,210",Junior Colleges,All GHGs,"kg CO2e/2022 USD, purchaser price",0.14,0.0,0.14,61100A
"611,310","Colleges, Universities, and Professional Schools",All GHG,"kg CO2e/2022 USD, purchaser price",0.14,0.0,0.14,61100A
"611,310","Colleges, Universities, and Professional Schools",All GHGs,"kg CO2e/2022 USD, purchaser price",0.14,0.0,0.14,61100A
"611,410",Business and Secretarial Schools,All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0.0,0.108,61100B
"611,420",Computer Training,All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0.0,0.108,61100B
"611,430",Professional and Management Development Training,All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0.0,0.108,61100B
"611,511",Cosmetology and Barber Schools,All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0.0,0.11,61100B
"611,512",Flight Training,All GHG,"kg CO2e/2022 USD, purchaser price",0.108,0.0,0.108,61100B
"611,512",Flight Trainin,All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0.0,0.108,61100B
"611,513",Apprenticeship Training,All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0.0,0.108,61100B
"611,519",Other Technical and Trade Schools,All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0.0,0.108,61100B
"611,610",Fine Arts Schools,All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0.0,0.11,61100B
"611,620",Sports and Recreation Instruction,All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0.0,0.11,61100B
"611,630",Language Schools,All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0.0,0.108,61100B
"611,691",Exam Preparation and Tutoring,All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0.0,0.108,61100B
"611,692",Automobile Driving Schools,All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0.0,0.11,61100B
"611,699",All Other Miscellaneous Schools and Instruction,All GHG,"kg CO2e/2022 USD, purchaser price",0.108,0.0,0.108,61100B
"611,710",Educational Support Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0.0,0.108,61100B
"621,210",Offices of Dentists,All GHGs,"kg CO2e/2022 USD, purchaser price",0.056,0.0,0.056,621200
"621,310",Offices of Chiropractors,All GHGs,"kg CO2e/2022 USD, purchaser price",0.105,0.0,0.105,621300
"621,320",Offices of Optometrists,All GHGs,"kg CO2e/2022 USD, purchaser price",0.105,0.0,0.1,621300
"621,330",Offices of Mental Health Practitioners (except Physicians),All GHGs,"kg CO2e/2022 USD, purchaser price",0.105,0.0,0.1,621300
"621,340","Offices of Physical, Occupational and Speech Therapists, and Audiologists",All GHGs,"kg CO2e/2022 USD, purchaser price",0.105,0.0,0.105,621300
"621,391",Offices of Podiatrists,All GHGs,"kg CO2e/2022 USD, purchaser price",0.105,0.0,0.1,621300
"621,399",Offices of All Other Miscellaneous Health Practitioners,All GHGs,"kg CO2e/2022 USD, purchaser price",0.105,0.0,0.105,621300
"621,410",Family Planning Centers,All GHG,"kg CO2e/2022 USD, purchaser price",0.096,0.0,0.096,621400
"621,420",Outpatient Mental Health and Substance Abuse Centers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.096,0.0,0.096,621400
"621,491",HMO Medical Centers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.096,0.0,0.1,621400
"621,492",Kidney Dialysis Centers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.096,0.0,0.096,621400
"621,493",Freestanding Ambulatory Surgical and Emergency Centers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.096,0.0,0.096,621400
"621,498",All Other Outpatient Care Centers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.096,0.0,0.096,621400
"621,511",Medical Laboratorie,All GHGs,"kg CO2e/2022 USD, purchaser price",0.092,0.0,0.09,621500
"621,512",Diagnostic Imaging Centers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.092,0.0,0.092,621500
"621,610",Home Health Care Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.104,0.0,0.1,621600
"621,610",Home Health Care Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.104,0.0,0.1,621600
"621,910",Ambulance Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.18,0.0,0.18,621900
"621,991",Blood and Organ Bank,All GHGs,"kg CO2e/2022 USD, purchaser price",0.18,0.0,0.18,621900
"621,991",Blood and Organ Bank,All GHGs,"kg CO2e/2022 USD, purchaser price",0.18,0.0,0.18,621900
"621,999",All Other Miscellaneous Ambulatory Health Care Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.18,0.0,0.18,621900
"622,110",General Medical and Surgical Hospitals,All GHGs,"kg CO2e/2022 USD, purchaser price",0.145,0.0,0.145,622000
"622,210",Psychiatric and Substance Abuse Hospitals,All GHGs,"kg CO2e/2022 USD, purchaser price",0.145,0.0,0.145,622000
"622,310",Specialty (except Psychiatric and Substance Abuse) Hospital,All GHGs,"kg CO2e/2022 USD, purchaser price",0.145,0.0,0.145,622000
"623,110",Nursing Care Facilities (Skilled Nursing Facilities),All GHGs,"kg CO2e/2022 USD, purchaser price",0.159,0.0,0.16,62300A
"623,210",Residential Intellectual and Developmental Disability Facilities,All GHGs,"kg CO2e/2022 USD, purchaser price",0.129,0.0,0.13,62300B
"623,220",Residential Mental Health and Substance Abuse Facilitie,All GHGs,"kg CO2e/2022 USD, purchaser price",0.129,0.0,0.13,62300B
"623,311",Continuing Care Retirement Communities,All GHGs,"kg CO2e/2022 USD, purchaser price",0.159,0.0,0.16,62300A
"623,312",Assisted Living Facilities for the Elderly,All GHGs,"kg CO2e/2022 USD, purchaser price",0.159,0.0,0.159,62300A
"623,990",Other Residential Care Facilities,All GHGs,"kg CO2e/2022 USD, purchaser price",0.129,0.0,0.13,62300B
"624,110",Child and Youth Services,All GHG,"kg CO2e/2022 USD, purchaser price",0.118,0.0,0.12,624100
"624,110",Child and Youth Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.118,0.0,0.12,624100
"624,110",Child and Youth Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.118,0.0,0.12,624100
"624,120",Services for the Elderly and Persons with Disabilities,All GHGs,"kg CO2e/2022 USD, purchaser price",0.118,0.0,0.118,624100
"624,120",Services for the Elderly and Persons with Disabilities,All GHGs,"kg CO2e/2022 USD, purchaser price",0.118,0.0,0.118,624100
"624,190",Other Individual and Family Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.118,0.0,0.118,624100
"624,210",Community Food Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.217,0.0,0.22,62400A
"624,221",Temporary Shelters,All GHGs,"kg CO2e/2022 USD, purchaser price",0.217,0.0,0.217,62400A
"624,229",Other Community Housing Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.217,0.0,0.217,62400A
"624,230",Emergency and Other Relief Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.217,0.0,0.22,62400A
"624,310",Vocational Rehabilitation Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.217,0.0,0.22,62400A
"711,110",Theater Companies and Dinner Theaters,All GHGs,"kg CO2e/2022 USD, purchaser price",0.086,0.0,0.086,711100
"711,130",Musical Groups and Artists,All GHG,"kg CO2e/2022 USD, purchaser price",0.086,0.0,0.09,711100
"711,130",Musical Groups and Artists,All GHGs,"kg CO2e/2022 USD, purchaser price",0.086,0.0,0.09,711100
"711,190",Other Performing Arts Companies,All GHGs,"kg CO2e/2022 USD, purchaser price",0.086,0.0,0.086,711100
"711,212",Racetracks,All GHGs,"kg CO2e/2022 USD, purchaser price",0.067,0.0,0.07,711200
"711,219",Other Spectator Sports,All GHGs,"kg CO2e/2022 USD, purchaser price",0.067,0.0,0.07,711200
"711,310","Promoters of Performing Arts, Sports, and Similar Events with Facilities",All GHGs,"kg CO2e/2022 USD, purchaser price",0.093,0.0,0.09,71100A
"711,320","Promoters of Performing Arts, Sports, and Similar Events without Facilities",All GHGs,"kg CO2e/2022 USD, purchaser price",0.093,0.0,0.093,71100A
"711,410","Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",All GHGs,"kg CO2e/2022 USD, purchaser price",0.093,0.0,0.093,71100A
"711,510","Independent Artists, Writers, and Performers",All GHG,"kg CO2e/2022 USD, purchaser price",0.033,0.0,0.033,711500
"712,110",Museums,All GHGs,"kg CO2e/2022 USD, purchaser price",0.136,0.0,0.136,712000
"712,120",Historical Sites,All GHGs,"kg CO2e/2022 USD, purchaser price",0.136,0.0,0.14,712000
"712,130",Zoos and Botanical Garden,All GHGs,"kg CO2e/2022 USD, purchaser price",0.136,0.0,0.136,712000
"712,190",Nature Parks and Other Similar Institutions,All GHG,"kg CO2e/2022 USD, purchaser price",0.136,0.0,0.136,712000
"713,110",Amusement and Theme Parks,All GHGs,"kg CO2e/2022 USD, purchaser price",0.167,0.0,0.167,713100
"713,120",Amusement Arcades,All GHGs,"kg CO2e/2022 USD, purchaser price",0.167,0.0,0.167,713100
"713,210",Casinos (except Casino Hotels),All GHGs,"kg CO2e/2022 USD, purchaser price",0.174,0.0,0.174,713200
"713,290",Other Gambling Industrie,All GHGs,"kg CO2e/2022 USD, purchaser price",0.174,0.0,1.01,713200
"713,290",Other Gambling Industrie,All GHG,"kg CO2e/2022 USD, purchaser price",0.174,0.0,0.17,713200
"713,910",Golf Courses and Country Clubs,All GHGs,"kg CO2e/2022 USD, purchaser price",0.235,0.0,0.235,713900
"713,920",Skiing Facilities,All GHGs,"kg CO2e/2022 USD, purchaser price",0.235,0.0,0.235,713900
"713,930",Marinas,All GHG,"kg CO2e/2022 USD, purchaser price",0.235,0.0,0.23,713900
"713,940",Fitness and Recreational Sports Center,All GHGs,"kg CO2e/2022 USD, purchaser price",0.235,0.0,0.23,713900
"713,950",Bowling Centers,All GHG,"kg CO2e/2022 USD, purchaser price",0.235,0.0,0.23,713900
"713,990",All Other Amusement and Recreation Industries,All GHGs,"kg CO2e/2022 USD, purchaser price",0.235,0.0,0.235,713900
"721,110",Hotels (except Casino Hotels) and Motels,All GHGs,"kg CO2e/2022 USD, purchaser price",0.145,0.0,0.145,721000
"721,120",Casino Hotels,All GHG,"kg CO2e/2022 USD, purchaser price",0.145,0.0,0.145,721000
"721,191",Bed-and-Breakfast Inn,All GHGs,"kg CO2e/2022 USD, purchaser price",0.145,0.0,0.14,721000
"721,199",All Other Traveler Accommodation,All GHGs,"kg CO2e/2022 USD, purchaser price",0.145,0.0,0.145,721000
"721,211",RV (Recreational Vehicle) Parks and Campgrounds,All GHGs,"kg CO2e/2022 USD, purchaser price",0.145,0.0,0.145,721000
"721,214",Recreational and Vacation Camps (except Campgrounds),All GHGs,"kg CO2e/2022 USD, purchaser price",0.145,0.0,0.145,721000
"721,310","Rooming and Boarding Houses, Dormitories, and Workers' Camp",All GHGs,"kg CO2e/2022 USD, purchaser price",0.145,0.0,0.145,721000
"722,310",Food Service Contractors,All GHGs,"kg CO2e/2022 USD, purchaser price",0.132,0.0,0.132,72200A
"722,320",Caterers,All GHG,"kg CO2e/2022 USD, purchaser price",0.132,0.0,0.13,72200A
"722,330",Mobile Food Services,All GHG,"kg CO2e/2022 USD, purchaser price",0.132,0.0,0.132,72200A
"722,410",Drinking Places (Alcoholic Beverages),All GHGs,"kg CO2e/2022 USD, purchaser price",0.132,0.0,0.13,72200A
"722,511",Full-Service Restaurants,All GHGs,"kg CO2e/2022 USD, purchaser price",0.194,0.0,0.194,722110
"722,513",Limited-Service Restaurants,All GHGs,"kg CO2e/2022 USD, purchaser price",0.255,0.0,0.255,722211
"722,514","Cafeterias, Grill Buffets, and Buffets",All GHG,"kg CO2e/2022 USD, purchaser price",0.132,0.0,0.132,72200A
"722,514","Cafeterias, Grill Buffets, and Buffets",All GHGs,"kg CO2e/2022 USD, purchaser price",0.132,0.0,0.132,72200A
"722,515",Snack and Nonalcoholic Beverage Bars,All GHGs,"kg CO2e/2022 USD, purchaser price",0.132,0.0,0.132,72200A
"811,111",General Automotive Repair,All GHGs,"kg CO2e/2022 USD, purchaser price",0.103,0.0,0.103,811100
"811,112",Automotive Exhaust System Repair,All GHG,"kg CO2e/2022 USD, purchaser price",0.103,0.0,0.103,811100
"811,113",Automotive Transmission Repai,All GHGs,"kg CO2e/2022 USD, purchaser price",0.103,0.0,0.103,811100
"811,118",Other Automotive Mechanical and Electrical Repair and Maintenance,All GHGs,"kg CO2e/2022 USD, purchaser price",0.103,0.0,0.1,811100
"811,121","Automotive Body, Paint, and Interior Repair and Maintenance",All GHGs,"kg CO2e/2022 USD, purchaser price",0.103,0.0,0.103,811100
"811,122",Automotive Glass Replacement Shops,All GHG,"kg CO2e/2022 USD, purchaser price",0.103,0.0,0.103,811100
"811,191",Automotive Oil Change and Lubrication Shops,All GHGs,"kg CO2e/2022 USD, purchaser price",0.103,0.0,0.1,811100
"811,192",Car Washes,All GHGs,"kg CO2e/2022 USD, purchaser price",0.103,0.0,0.1,811100
"811,198",All Other Automotive Repair and Maintenance,All GHGs,"kg CO2e/2022 USD, purchaser price",0.103,0.0,0.1,811100
"811,211",Consumer Electronics Repair and Maintenanc,All GHGs,"kg CO2e/2022 USD, purchaser price",0.076,0.0,0.076,811200
"811,212",Computer and Office Machine Repair and Maintenanc,All GHGs,"kg CO2e/2022 USD, purchaser price",0.076,0.0,0.08,811200
"811,213",Communication Equipment Repair and Maintenance,All GHG,"kg CO2e/2022 USD, purchaser price",0.97,0.0,0.08,811200
"811,219",Other Electronic and Precision Equipment Repair and Maintenance,All GHGs,"kg CO2e/2022 USD, purchaser price",0.076,0.0,0.08,811200
"811,310",Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,All GHGs,"kg CO2e/2022 USD, purchaser price",0.136,0.0,0.14,811300
"811,310",Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,All GHGs,"kg CO2e/2022 USD, purchaser price",0.136,0.0,0.14,811300
"811,411",Home and Garden Equipment Repair and Maintenanc,All GHGs,"kg CO2e/2022 USD, purchaser price",0.113,0.0,0.113,811400
"811,412",Appliance Repair and Maintenanc,All GHGs,"kg CO2e/2022 USD, purchaser price",0.113,0.0,0.113,811400
"811,420",Reupholstery and Furniture Repair,All GHGs,"kg CO2e/2022 USD, purchaser price",0.113,0.0,0.113,811400
"811,430",Footwear and Leather Goods Repair,All GHG,"kg CO2e/2022 USD, purchaser price",0.113,0.0,0.11,811400
"811,490",Other Personal and Household Goods Repair and Maintenance,All GHGs,"kg CO2e/2022 USD, purchaser price",0.113,0.0,0.113,811400
"812,111",Barber Shop,All GHGs,"kg CO2e/2022 USD, purchaser price",0.125,0.0,0.125,812100
"812,112",Beauty Salons,All GHGs,"kg CO2e/2022 USD, purchaser price",0.125,0.0,0.125,812100
"812,113",Nail Salons,All GHGs,"kg CO2e/2022 USD, purchaser price",0.125,0.0,0.125,812100
"812,191",Diet and Weight Reducing Centers,All GHG,"kg CO2e/2022 USD, purchaser price",0.125,0.0,0.12,812100
"812,199",Other Personal Care Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.125,0.0,0.125,812100
"812,210",Funeral Homes and Funeral Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.047,0.0,0.047,812200
"812,310",Coin-Operated Laundries and Drycleaners,All GHGs,"kg CO2e/2022 USD, purchaser price",0.158,0.0,0.158,812300
"812,320",Drycleaning and Laundry Services (except Coin-Operated),All GHGs,"kg CO2e/2022 USD, purchaser price",0.158,0.0,0.16,812300
"812,331",Linen Supply,All GHGs,"kg CO2e/2022 USD, purchaser price",0.158,0.0,0.158,812300
"812,332",Industrial Launderer,All GHGs,"kg CO2e/2022 USD, purchaser price",0.158,0.0,0.16,812300
"812,910",Pet Care (except Veterinary) Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.111,0.0,0.111,812900
"812,921",Photofinishing Laboratories (except One-Hour),All GHGs,"kg CO2e/2022 USD, purchaser price",0.111,0.0,0.111,812900
"812,921",Photofinishing Laboratories (except One-Hour),All GHGs,"kg CO2e/2022 USD, purchaser price",0.111,0.0,0.111,812900
"812,922",One-Hour Photofinishing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.111,0.0,0.111,812900
"812,930",Parking Lots and Garage,All GHG,"kg CO2e/2022 USD, purchaser price",0.111,0.0,0.111,812900
"812,930",Parking Lots and Garages,All GHG,"kg CO2e/2022 USD, purchaser price",0.111,0.0,0.111,812900
"812,990",All Other Personal Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.111,0.0,0.111,812900
"813,110",Religious Organizations,All GHGs,"kg CO2e/2022 USD, purchaser price",0.076,0.0,0.076,813100
"813,212",Voluntary Health Organizations,All GHGs,"kg CO2e/2022 USD, purchaser price",0.059,0.0,0.059,81300A
"813,212",Voluntary Health Organizations,All GHG,"kg CO2e/2022 USD, purchaser price",0.059,0.0,0.059,81300A
"813,219",Other Grantmaking and Giving Services,All GHG,"kg CO2e/2022 USD, purchaser price",0.059,0.0,0.059,81300A
"813,311",Human Rights Organizations,All GHG,"kg CO2e/2022 USD, purchaser price",0.059,0.0,0.059,81300A
"813,312","Environment, Conservation and Wildlife Organizations",All GHGs,"kg CO2e/2022 USD, purchaser price",0.059,0.0,0.059,81300A
"813,319",Other Social Advocacy Organizations,All GHGs,"kg CO2e/2022 USD, purchaser price",0.059,0.0,0.059,81300A
"813,410",Civic and Social Organizations,All GHGs,"kg CO2e/2022 USD, purchaser price",0.128,0.0,0.128,81300B
"813,910",Business Associations,All GHGs,"kg CO2e/2022 USD, purchaser price",0.128,0.0,0.128,81300B
"813,920",Professional Organizations,All GHGs,"kg CO2e/2022 USD, purchaser price",0.128,0.0,0.13,81300B
"813,930",Labor Unions and Similar Labor Organization,All GHGs,"kg CO2e/2022 USD, purchaser price",0.128,0.0,0.128,81300B
"813,940",Political Organization,All GHGs,"kg CO2e/2022 USD, purchaser price",0.128,0.0,0.128,81300B
"813,990","Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)",All GHGs,"kg CO2e/2022 USD, purchaser price",0.128,0.0,0.128,81300B
